"No.","Time","Source","Destination","Protocol","Length","Info"
"2424","45.979744","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2425","45.979744","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2426","45.979744","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2427","45.979973","192.168.0.118","74.125.173.70","QUIC","80","Protected Payload (KP0), DCID=4b1c00b8633ca2da"
"2428","45.980539","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2429","45.980539","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2430","45.980539","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2431","45.980539","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2432","45.980539","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2433","45.980539","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2434","45.980539","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2435","45.980539","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2436","45.980539","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2437","45.980637","192.168.0.118","74.125.173.70","QUIC","75","Protected Payload (KP0), DCID=4b1c00b8633ca2da"
"2438","45.980942","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2439","45.980942","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2440","45.980942","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2441","45.980942","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2442","45.980942","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2443","45.980942","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2444","45.980942","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2445","45.980942","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2446","45.980942","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2447","45.981210","192.168.0.118","74.125.173.70","QUIC","75","Protected Payload (KP0), DCID=4b1c00b8633ca2da"
"2448","45.981400","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2449","45.981400","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2450","45.981400","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2451","45.981400","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2452","45.981400","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2453","45.981400","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2454","45.981400","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2455","45.981400","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2456","45.981400","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2457","45.981400","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2458","45.981870","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2459","45.981870","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2460","45.981870","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2461","45.981870","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2462","45.981870","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2463","45.981870","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2464","45.981870","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2465","45.981870","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2466","45.981870","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2467","45.982158","192.168.0.118","74.125.173.70","QUIC","75","Protected Payload (KP0), DCID=4b1c00b8633ca2da"
"2468","45.982428","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2469","45.982428","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2470","45.982428","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2471","45.982428","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2472","45.982428","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2473","45.982428","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2474","45.982428","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2475","45.982428","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2476","45.982428","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2477","45.982428","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2478","45.982428","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2479","45.982428","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2480","45.982707","192.168.0.118","74.125.173.70","QUIC","75","Protected Payload (KP0), DCID=4b1c00b8633ca2da"
"2481","45.982865","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2482","45.983275","192.168.0.118","74.125.173.70","QUIC","75","Protected Payload (KP0), DCID=4b1c00b8633ca2da"
"2483","45.984107","192.168.0.118","74.125.173.70","QUIC","75","Protected Payload (KP0), DCID=4b1c00b8633ca2da"
"2484","45.985694","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2485","45.985868","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2486","45.985868","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2487","45.985868","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2488","45.985868","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2489","45.985868","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2490","45.986127","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2491","45.986127","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2492","45.986127","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2493","45.986127","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2494","45.986127","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2495","45.986127","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2496","45.986299","192.168.0.118","74.125.173.70","QUIC","75","Protected Payload (KP0), DCID=4b1c00b8633ca2da"
"2497","45.986447","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2498","45.986447","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2499","45.986447","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2500","45.986447","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2501","45.986447","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2502","45.986447","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2503","45.986721","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2504","45.986721","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2505","45.986721","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2506","45.986905","192.168.0.118","74.125.173.70","QUIC","75","Protected Payload (KP0), DCID=4b1c00b8633ca2da"
"2507","45.987218","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2508","45.987218","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2509","45.987218","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2510","45.987475","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2511","45.987475","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2512","45.987475","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2513","45.987475","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2514","45.987475","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2515","45.987585","192.168.0.118","74.125.173.70","QUIC","75","Protected Payload (KP0), DCID=4b1c00b8633ca2da"
"2516","45.988812","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2517","45.988812","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2518","45.988812","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2519","45.990082","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2520","45.990082","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2521","45.990082","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2522","45.990388","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2523","45.990388","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2524","45.990388","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2525","45.990388","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2526","45.990388","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2527","45.990388","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2528","45.990388","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2529","45.990619","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2530","45.990619","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2531","45.990619","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2532","45.990636","192.168.0.118","74.125.173.70","QUIC","75","Protected Payload (KP0), DCID=4b1c00b8633ca2da"
"2533","45.991091","192.168.0.118","74.125.173.70","QUIC","75","Protected Payload (KP0), DCID=4b1c00b8633ca2da"
"2534","45.994068","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2535","45.994068","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2536","45.994350","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2537","45.994350","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2538","45.994350","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2539","45.994350","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2540","45.994350","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2541","45.994350","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2542","45.994350","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2543","45.994574","192.168.0.118","74.125.173.70","QUIC","75","Protected Payload (KP0), DCID=4b1c00b8633ca2da"
"2544","45.994659","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2545","45.994659","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2546","45.994659","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2547","45.994659","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2548","45.994659","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2549","45.994659","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2550","45.994943","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2551","45.994943","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2552","45.994943","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2553","45.994943","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2554","45.994943","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2555","45.995168","192.168.0.118","74.125.173.70","QUIC","75","Protected Payload (KP0), DCID=4b1c00b8633ca2da"
"2556","46.000014","192.168.0.118","74.125.173.70","QUIC","76","Protected Payload (KP0), DCID=4b1c00b8633ca2da"
"2557","46.005067","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2558","46.005067","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2559","46.005380","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2560","46.005380","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2561","46.005380","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2562","46.005380","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2563","46.005380","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2564","46.005380","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2565","46.005818","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2566","46.005818","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2567","46.005818","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2568","46.005818","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2569","46.005818","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2570","46.005818","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2571","46.005818","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2572","46.005818","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2573","46.005818","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2574","46.006232","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2575","46.006232","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2576","46.006232","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2577","46.006232","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2578","46.006232","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2579","46.006252","192.168.0.118","74.125.173.70","QUIC","75","Protected Payload (KP0), DCID=4b1c00b8633ca2da"
"2580","46.007103","192.168.0.118","74.125.173.70","QUIC","75","Protected Payload (KP0), DCID=4b1c00b8633ca2da"
"2581","46.009474","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2582","46.009474","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2583","46.009845","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2584","46.009845","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2585","46.009845","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2586","46.009845","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2587","46.009845","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2588","46.009845","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2589","46.009845","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2590","46.010038","192.168.0.118","74.125.173.70","QUIC","75","Protected Payload (KP0), DCID=4b1c00b8633ca2da"
"2591","46.010208","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2592","46.010339","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2593","46.010339","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2594","46.010562","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2595","46.010562","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2596","46.010632","192.168.0.118","74.125.173.70","QUIC","75","Protected Payload (KP0), DCID=4b1c00b8633ca2da"
"2597","46.010858","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2598","46.010858","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2599","46.010858","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2600","46.010858","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2601","46.010858","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2602","46.011108","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2603","46.011108","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2604","46.011108","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2605","46.011413","192.168.0.118","74.125.173.70","QUIC","75","Protected Payload (KP0), DCID=4b1c00b8633ca2da"
"2606","46.012126","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2607","46.012126","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2608","46.012315","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2609","46.012605","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2610","46.012605","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2611","46.012605","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2612","46.012605","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2613","46.012888","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2614","46.012888","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2615","46.012888","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2616","46.012888","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2617","46.012888","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2618","46.012888","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2619","46.013217","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2620","46.013217","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2621","46.013333","192.168.0.118","74.125.173.70","QUIC","80","Protected Payload (KP0), DCID=4b1c00b8633ca2da"
"2622","46.013711","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2623","46.013711","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2624","46.013928","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2625","46.013928","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2626","46.013928","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2627","46.013928","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2628","46.013928","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2629","46.014398","192.168.0.118","74.125.173.70","QUIC","75","Protected Payload (KP0), DCID=4b1c00b8633ca2da"
"2630","46.014680","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2631","46.014680","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2632","46.014680","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2633","46.014986","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2634","46.014986","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2635","46.014986","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2636","46.014986","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2637","46.014986","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2638","46.015915","192.168.0.118","74.125.173.70","QUIC","75","Protected Payload (KP0), DCID=4b1c00b8633ca2da"
"2639","46.022976","192.168.0.118","74.125.173.70","QUIC","76","Protected Payload (KP0), DCID=4b1c00b8633ca2da"
"2640","46.025830","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2641","46.025830","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2642","46.025830","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2643","46.025830","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2644","46.025830","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2645","46.026169","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2646","46.026169","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2647","46.026169","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2648","46.026169","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2649","46.026169","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2650","46.026169","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2651","46.026169","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2652","46.026169","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2653","46.026169","74.125.173.70","192.168.0.118","QUIC","766","Protected Payload (KP0)"
"2654","46.026567","192.168.0.118","74.125.173.70","QUIC","75","Protected Payload (KP0), DCID=4b1c00b8633ca2da"
"2655","46.030586","192.168.0.118","74.125.173.70","QUIC","76","Protected Payload (KP0), DCID=4b1c00b8633ca2da"
"2656","46.080734","192.168.0.18","192.168.0.255","UDP","54","2007  >  2007 Len=12"
"2657","46.081846","192.168.0.18","192.168.0.255","UDP","54","2008  >  2008 Len=12"
"2658","46.085661","192.168.0.118","74.125.173.70","QUIC","75","Protected Payload (KP0), DCID=4b1c00b8633ca2da"
"2659","46.184141","192.168.0.18","192.168.0.255","UDP","54","2007  >  2007 Len=12"
"2660","46.185488","192.168.0.18","192.168.0.255","UDP","54","2008  >  2008 Len=12"
"2661","46.187486","74.125.173.70","192.168.0.118","QUIC","241","Protected Payload (KP0)"
"2662","46.187486","74.125.173.70","192.168.0.118","QUIC","70","Protected Payload (KP0)"
"2663","46.188222","192.168.0.118","74.125.173.70","QUIC","78","Protected Payload (KP0), DCID=4b1c00b8633ca2da"
"2664","46.193332","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2665","46.193332","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2666","46.193332","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2667","46.193752","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2668","46.193752","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2669","46.193752","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2670","46.193752","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2671","46.193752","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2672","46.193752","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2673","46.193752","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2674","46.193752","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2675","46.193752","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2676","46.193752","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2677","46.194153","192.168.0.118","74.125.173.70","QUIC","80","Protected Payload (KP0), DCID=4b1c00b8633ca2da"
"2678","46.194241","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2679","46.194241","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2680","46.194241","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2681","46.194241","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2682","46.194241","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2683","46.194241","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2684","46.194241","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2685","46.194241","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2686","46.194607","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2687","46.194737","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2688","46.194834","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2689","46.194834","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2690","46.194995","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2691","46.194998","192.168.0.118","74.125.173.70","QUIC","80","Protected Payload (KP0), DCID=4b1c00b8633ca2da"
"2692","46.194995","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2693","46.194995","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2694","46.195303","192.168.0.118","74.125.173.70","QUIC","80","Protected Payload (KP0), DCID=4b1c00b8633ca2da"
"2695","46.195445","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2696","46.195445","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2697","46.195579","192.168.0.118","74.125.173.70","QUIC","80","Protected Payload (KP0), DCID=4b1c00b8633ca2da"
"2698","46.195742","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2699","46.195742","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2700","46.195742","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2701","46.195742","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2702","46.195742","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2703","46.195742","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2704","46.195855","192.168.0.118","74.125.173.70","QUIC","80","Protected Payload (KP0), DCID=4b1c00b8633ca2da"
"2705","46.196104","192.168.0.118","74.125.173.70","QUIC","80","Protected Payload (KP0), DCID=4b1c00b8633ca2da"
"2706","46.196133","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2707","46.196133","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2708","46.196133","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2709","46.196133","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2710","46.196133","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2711","46.196133","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2712","46.196133","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2713","46.196440","192.168.0.118","74.125.173.70","QUIC","80","Protected Payload (KP0), DCID=4b1c00b8633ca2da"
"2714","46.196649","74.125.173.70","192.168.0.118","QUIC","1392","Protected Payload (KP0)"
"2715","46.196801","192.168.0.118","74.125.173.70","QUIC","80","Protected Payload (KP0), DCID=4b1c00b8633ca2da"
