channel_id,timestamp,host_id,content_type,protocol,content_id,geo_location,user_id
8,2088-05-13 07:42:00,156,2,1,,1,13.0
8,2088-05-13 07:42:01,156,2,1,,1,13.0
8,2088-05-13 07:43:00,156,2,1,,1,13.0
8,2088-05-13 07:44:00,156,8,1,,585,0.0
8,2088-05-13 07:44:01,156,2,1,,1,13.0
8,2088-05-13 07:45:00,156,8,1,,12,0.0
8,2088-05-13 07:46:00,156,2,1,,1,13.0
8,2088-05-13 07:47:00,156,2,1,,1,13.0
8,2088-05-13 07:47:01,156,2,1,,1,13.0
8,2088-05-13 07:48:00,156,8,1,,1007,0.0
8,2088-05-13 07:49:00,156,2,1,,1,13.0
8,2088-05-13 07:49:01,156,8,1,,1,0.0
8,2088-05-13 07:49:02,156,2,1,,1,13.0
8,2088-05-13 07:49:03,156,2,1,,1,13.0
8,2088-05-13 07:49:04,156,8,1,,1,0.0
8,2088-05-13 07:50:00,156,2,1,,1,13.0
8,2088-05-13 07:50:01,156,8,1,,1169,0.0
8,2088-05-13 07:50:02,156,2,1,,1,13.0
8,2088-05-13 07:51:00,156,8,1,,1,0.0
8,2088-05-13 07:51:01,156,2,1,,1,13.0
8,2088-05-13 07:51:02,156,2,1,,1,13.0
8,2088-05-13 07:52:00,156,2,1,,1,13.0
8,2088-05-13 07:53:00,156,2,1,,1,13.0
8,2088-05-13 07:53:01,156,2,1,,1,13.0
8,2088-05-13 07:54:00,156,2,1,,1,13.0
8,2088-05-13 07:54:01,156,2,1,,1,13.0
8,2088-05-13 07:54:02,156,2,1,,1,13.0
8,2088-05-13 07:55:00,156,2,1,,1,13.0
8,2088-05-13 07:57:00,156,2,1,,1,13.0
8,2088-05-13 07:58:00,156,2,1,,1,13.0
2,2088-05-13 07:59:00,123,4,1,,609,7.0
8,2088-05-13 07:59:01,156,2,1,,1,13.0
8,2088-05-13 07:59:02,156,2,1,,1,13.0
8,2088-05-13 07:59:03,156,8,1,,0,0.0
8,2088-05-13 08:00:00,156,8,1,,1113,0.0
8,2088-05-13 08:00:01,156,8,1,,138,0.0
8,2088-05-13 08:01:00,156,2,1,,1,13.0
8,2088-05-13 08:01:01,156,2,1,,1,13.0
8,2088-05-13 08:02:00,156,2,1,,1,13.0
8,2088-05-13 08:02:01,156,8,1,,1391,0.0
8,2088-05-13 08:02:02,156,8,1,,1,0.0
8,2088-05-13 08:03:00,156,2,1,,1,13.0
8,2088-05-13 08:04:00,156,2,1,,1,13.0
8,2088-05-13 08:04:01,156,8,1,,360,0.0
8,2088-05-13 08:05:00,156,2,1,,1,13.0
8,2088-05-13 08:06:00,156,2,1,,1,13.0
8,2088-05-13 08:06:01,156,8,1,,1135,0.0
8,2088-05-13 08:07:00,156,8,1,,1167,0.0
8,2088-05-13 08:07:01,156,8,1,,1167,0.0
8,2088-05-13 08:07:02,156,8,1,,1167,0.0
8,2088-05-13 08:07:03,156,8,1,,1167,0.0
8,2088-05-13 08:07:04,156,8,1,,1167,0.0
8,2088-05-13 08:07:05,156,8,1,,1167,0.0
8,2088-05-13 08:07:06,156,8,1,,1167,0.0
8,2088-05-13 08:07:07,156,8,1,,1167,0.0
8,2088-05-13 08:07:08,156,8,1,,1167,0.0
8,2088-05-13 08:07:09,156,8,1,,1167,0.0
8,2088-05-13 08:07:10,156,8,1,,1167,0.0
8,2088-05-13 08:07:11,156,8,1,,1167,0.0
8,2088-05-13 08:07:12,156,8,1,,1167,0.0
8,2088-05-13 08:07:13,156,8,1,,1167,0.0
8,2088-05-13 08:07:14,156,8,1,,1167,0.0
8,2088-05-13 08:07:15,156,8,1,,1167,0.0
8,2088-05-13 08:07:16,156,8,1,,1167,0.0
8,2088-05-13 08:07:17,156,8,1,,1167,0.0
8,2088-05-13 08:07:18,156,8,1,,1167,0.0
8,2088-05-13 08:07:19,156,8,1,,1167,0.0
8,2088-05-13 08:07:20,156,8,1,,1167,0.0
8,2088-05-13 08:07:21,156,8,1,,1167,0.0
8,2088-05-13 08:07:22,156,8,1,,1167,0.0
8,2088-05-13 08:07:23,156,8,1,,1167,0.0
8,2088-05-13 08:07:24,156,8,1,,1167,0.0
8,2088-05-13 08:07:25,156,8,1,,1167,0.0
8,2088-05-13 08:10:00,156,8,1,,0,0.0
8,2088-05-13 08:12:00,156,8,1,,882,0.0
8,2088-05-13 08:14:00,156,8,1,,1,0.0
8,2088-05-13 08:15:00,156,8,1,,1224,0.0
8,2088-05-13 08:15:01,156,8,1,,1224,0.0
8,2088-05-13 08:15:02,156,8,1,,1224,0.0
8,2088-05-13 08:15:03,156,8,1,,1224,0.0
8,2088-05-13 08:15:04,156,8,1,,1224,0.0
8,2088-05-13 08:15:05,156,8,1,,1224,0.0
8,2088-05-13 08:15:06,156,8,1,,1224,0.0
8,2088-05-13 08:15:07,156,8,1,,1224,0.0
8,2088-05-13 08:15:08,156,8,1,,1224,0.0
8,2088-05-13 08:15:09,156,8,1,,1224,0.0
8,2088-05-13 08:15:10,156,8,1,,1224,0.0
8,2088-05-13 08:15:11,156,8,1,,1224,0.0
8,2088-05-13 08:15:12,156,8,1,,1224,0.0
8,2088-05-13 08:15:13,156,8,1,,1224,0.0
8,2088-05-13 08:15:14,156,8,1,,1224,0.0
8,2088-05-13 08:15:15,156,8,1,,1224,0.0
8,2088-05-13 08:15:16,156,8,1,,1224,0.0
8,2088-05-13 08:15:17,156,8,1,,1224,0.0
8,2088-05-13 08:15:18,156,8,1,,1224,0.0
8,2088-05-13 08:15:19,156,8,1,,1224,0.0
8,2088-05-13 08:15:20,156,8,1,,1224,0.0
8,2088-05-13 08:15:21,156,8,1,,1224,0.0
8,2088-05-13 08:15:22,156,8,1,,1224,0.0
8,2088-05-13 08:15:23,156,8,1,,1224,0.0
8,2088-05-13 08:15:24,156,8,1,,1224,0.0
8,2088-05-13 08:15:25,156,8,1,,1224,0.0
8,2088-05-13 08:15:26,156,8,1,,1224,0.0
8,2088-05-13 08:15:27,156,8,1,,1224,0.0
8,2088-05-13 08:15:28,156,8,1,,1224,0.0
8,2088-05-13 08:15:29,156,8,1,,1224,0.0
8,2088-05-13 08:15:30,156,8,1,,1224,0.0
8,2088-05-13 08:15:31,156,8,1,,1224,0.0
8,2088-05-13 08:15:32,156,8,1,,1224,0.0
8,2088-05-13 08:15:33,156,8,1,,1224,0.0
8,2088-05-13 08:15:34,156,8,1,,1224,0.0
8,2088-05-13 08:15:35,156,8,1,,1224,0.0
8,2088-05-13 08:15:36,156,8,1,,1224,0.0
8,2088-05-13 08:15:37,156,8,1,,1224,0.0
8,2088-05-13 08:15:38,156,8,1,,1224,0.0
8,2088-05-13 08:15:39,156,8,1,,1224,0.0
8,2088-05-13 08:15:40,156,8,1,,1224,0.0
8,2088-05-13 08:15:41,156,8,1,,1224,0.0
8,2088-05-13 08:15:42,156,8,1,,1224,0.0
8,2088-05-13 08:15:43,156,8,1,,1224,0.0
8,2088-05-13 08:15:44,156,8,1,,1224,0.0
8,2088-05-13 08:15:45,156,8,1,,1224,0.0
8,2088-05-13 08:15:46,156,8,1,,1224,0.0
8,2088-05-13 08:15:47,156,8,1,,1224,0.0
8,2088-05-13 08:15:48,156,8,1,,1224,0.0
8,2088-05-13 08:15:49,156,8,1,,1224,0.0
8,2088-05-13 08:15:50,156,8,1,,1224,0.0
8,2088-05-13 08:15:51,156,8,1,,1224,0.0
8,2088-05-13 08:15:52,156,8,1,,1224,0.0
8,2088-05-13 08:15:53,156,8,1,,1224,0.0
8,2088-05-13 08:15:54,156,8,1,,1224,0.0
8,2088-05-13 08:15:55,156,8,1,,1224,0.0
8,2088-05-13 08:15:56,156,8,1,,1224,0.0
8,2088-05-13 08:15:57,156,8,1,,1224,0.0
8,2088-05-13 08:15:58,156,8,1,,1224,0.0
8,2088-05-13 08:15:59,156,8,1,,1224,0.0
8,2088-05-13 08:16:00,156,8,1,,1224,0.0
8,2088-05-13 08:16:01,156,8,1,,1224,0.0
8,2088-05-13 08:16:02,156,8,1,,1224,0.0
8,2088-05-13 08:16:03,156,8,1,,1224,0.0
8,2088-05-13 08:16:04,156,8,1,,1224,0.0
8,2088-05-13 08:16:05,156,8,1,,1224,0.0
8,2088-05-13 08:16:06,156,8,1,,470,0.0
8,2088-05-13 08:16:07,156,2,1,,1,13.0
8,2088-05-13 08:16:08,156,2,1,,1,13.0
8,2088-05-13 08:17:00,156,2,1,,1,13.0
8,2088-05-13 08:17:01,156,2,1,,1,13.0
8,2088-05-13 08:17:02,156,2,1,,1,13.0
8,2088-05-13 08:17:03,156,2,1,,1,13.0
8,2088-05-13 08:18:00,156,8,1,,714,0.0
8,2088-05-13 08:18:01,156,8,1,,0,0.0
8,2088-05-13 08:18:02,156,2,1,,1,13.0
8,2088-05-13 08:18:03,156,2,1,,1,13.0
8,2088-05-13 08:18:04,156,8,1,,0,0.0
8,2088-05-13 08:19:00,156,2,1,,1,13.0
8,2088-05-13 08:19:01,117,8,1,,1,1.0
8,2088-05-13 08:19:02,156,2,1,,1,13.0
1,2088-05-13 08:19:03,156,6,1,,884,16.0
8,2088-05-13 08:19:04,156,2,1,,1,13.0
8,2088-05-13 08:19:05,156,2,1,,1,13.0
8,2088-05-13 08:20:00,156,2,1,,1,13.0
8,2088-05-13 08:20:01,156,2,1,,1,13.0
8,2088-05-13 08:20:02,156,8,1,,714,0.0
8,2088-05-13 08:21:00,156,8,1,,714,0.0
8,2088-05-13 08:21:01,156,8,1,,1,0.0
8,2088-05-13 08:21:02,156,2,1,,1,13.0
8,2088-05-13 08:21:03,156,2,1,,1,13.0
8,2088-05-13 08:21:04,156,2,1,,1,13.0
8,2088-05-13 08:22:00,156,8,1,,714,0.0
8,2088-05-13 08:22:01,156,2,1,,1,13.0
8,2088-05-13 08:22:02,156,2,1,,1,13.0
8,2088-05-13 08:22:03,156,2,1,,1,13.0
8,2088-05-13 08:22:04,156,2,1,,1,13.0
8,2088-05-13 08:23:00,156,2,1,,1,13.0
8,2088-05-13 08:23:01,156,2,1,,1,13.0
8,2088-05-13 08:23:02,156,2,1,,1,13.0
8,2088-05-13 08:24:00,156,8,1,,1,0.0
8,2088-05-13 08:24:01,156,2,1,,1,13.0
8,2088-05-13 08:24:02,156,2,1,,1,13.0
8,2088-05-13 08:24:03,156,2,1,,1,13.0
8,2088-05-13 08:25:00,156,2,1,,1,13.0
8,2088-05-13 08:25:01,156,8,1,,185,0.0
8,2088-05-13 08:25:02,156,2,1,,1,13.0
8,2088-05-13 08:25:03,156,2,1,,1,13.0
8,2088-05-13 08:25:04,156,2,1,,1,13.0
8,2088-05-13 08:26:00,156,2,1,,1,13.0
8,2088-05-13 08:26:01,156,2,1,,1,13.0
8,2088-05-13 08:26:02,156,2,1,,1,13.0
8,2088-05-13 08:26:03,156,8,1,,12,0.0
8,2088-05-13 08:27:00,156,8,1,,0,0.0
8,2088-05-13 08:27:01,156,2,1,,1,13.0
8,2088-05-13 08:27:02,156,2,1,,1,13.0
8,2088-05-13 08:27:03,156,2,1,,1,13.0
8,2088-05-13 08:28:00,156,2,1,,1,13.0
1,2088-05-13 08:28:01,156,6,1,,1530,16.0
8,2088-05-13 08:29:00,156,2,1,,1,13.0
8,2088-05-13 08:30:00,156,2,1,,1,13.0
8,2088-05-13 08:31:00,156,8,1,,1,0.0
8,2088-05-13 08:31:01,156,2,1,,1,13.0
8,2088-05-13 08:32:00,156,8,1,,1,0.0
8,2088-05-13 08:32:01,156,2,1,,1,13.0
8,2088-05-13 08:32:02,156,8,1,,1230,0.0
8,2088-05-13 08:32:03,156,8,1,,1,0.0
8,2088-05-13 08:33:00,156,8,1,,1,0.0
8,2088-05-13 08:33:01,156,2,1,,1,13.0
8,2088-05-13 08:33:02,156,8,1,,1,0.0
8,2088-05-13 08:34:00,156,8,1,,0,0.0
8,2088-05-13 08:34:01,156,8,1,,1083,0.0
8,2088-05-13 08:34:02,156,8,1,,1,0.0
8,2088-05-13 08:34:03,156,8,1,,381,0.0
8,2088-05-13 08:34:04,156,8,1,,1,0.0
8,2088-05-13 08:34:05,156,2,1,,1,13.0
8,2088-05-13 08:35:00,156,8,1,,1,0.0
8,2088-05-13 08:36:00,156,8,1,,1,0.0
8,2088-05-13 08:38:00,156,8,1,,361,0.0
8,2088-05-13 08:39:00,156,2,1,,1,13.0
8,2088-05-13 08:40:00,156,2,1,,1,13.0
8,2088-05-13 08:40:01,156,8,1,,1,0.0
8,2088-05-13 08:40:02,156,8,1,,675,0.0
8,2088-05-13 08:41:00,156,2,1,,1,13.0
8,2088-05-13 08:42:00,156,2,1,,1,13.0
8,2088-05-13 08:43:00,156,2,1,,1,13.0
8,2088-05-13 08:43:01,156,8,1,,1101,0.0
8,2088-05-13 08:44:00,156,2,1,,1,13.0
8,2088-05-13 08:44:01,156,2,1,,1,13.0
8,2088-05-13 08:44:02,156,8,1,,1,0.0
8,2088-05-13 08:44:03,156,8,1,,1,0.0
8,2088-05-13 08:45:00,156,8,1,,0,0.0
8,2088-05-13 08:45:01,156,2,1,,1,13.0
8,2088-05-13 08:46:00,156,2,1,,1,13.0
8,2088-05-13 08:47:00,156,2,1,,1,13.0
8,2088-05-13 08:47:01,156,8,1,,834,0.0
8,2088-05-13 08:48:00,156,2,1,,1,13.0
8,2088-05-13 08:48:01,156,8,1,,1,0.0
8,2088-05-13 08:49:00,156,2,1,,1,13.0
8,2088-05-13 08:49:01,156,8,1,,1,0.0
8,2088-05-13 08:50:00,156,2,1,,1,13.0
8,2088-05-13 08:51:00,156,8,1,,1570,0.0
8,2088-05-13 08:51:01,156,2,1,,1,13.0
8,2088-05-13 08:52:00,156,2,1,,1,13.0
8,2088-05-13 08:52:01,156,8,1,,1,0.0
8,2088-05-13 08:53:00,156,8,1,,0,0.0
8,2088-05-13 08:53:01,156,8,1,,1,0.0
8,2088-05-13 08:54:00,156,8,1,,1511,0.0
8,2088-05-13 08:54:01,156,2,1,,1,13.0
8,2088-05-13 08:55:00,156,2,1,,1,13.0
8,2088-05-13 08:55:01,156,8,1,,1391,0.0
8,2088-05-13 08:56:00,156,2,1,,1,13.0
8,2088-05-13 08:57:00,156,2,1,,1,13.0
8,2088-05-13 08:57:01,156,8,1,,1,0.0
8,2088-05-13 08:57:02,156,8,1,,588,0.0
8,2088-05-13 08:57:03,156,8,1,,818,0.0
8,2088-05-13 08:57:04,156,8,1,,1578,0.0
8,2088-05-13 08:58:00,156,8,1,,1514,0.0
8,2088-05-13 08:58:01,156,2,1,,1,13.0
8,2088-05-13 08:58:02,156,2,1,,1,13.0
8,2088-05-13 08:58:03,156,8,1,,1,0.0
8,2088-05-13 08:59:00,156,2,1,,1,13.0
8,2088-05-13 08:59:01,156,8,1,,855,0.0
8,2088-05-13 08:59:02,156,8,1,,950,0.0
8,2088-05-13 08:59:03,156,2,1,,1,13.0
8,2088-05-13 09:00:00,156,2,1,,1,13.0
8,2088-05-13 09:00:01,156,2,1,,1,13.0
8,2088-05-13 09:00:02,156,8,1,,1,0.0
8,2088-05-13 09:01:00,156,2,1,,1,13.0
8,2088-05-13 09:02:00,156,2,1,,1,13.0
8,2088-05-13 09:03:00,156,2,1,,1,13.0
8,2088-05-13 09:04:00,156,8,1,,665,0.0
8,2088-05-13 09:04:01,156,2,1,,1,13.0
8,2088-05-13 09:05:00,156,8,1,,1490,0.0
8,2088-05-13 09:05:01,156,8,1,,1490,0.0
8,2088-05-13 09:05:02,156,2,1,,1,13.0
8,2088-05-13 09:06:00,156,2,1,,1,13.0
8,2088-05-13 09:06:01,156,8,1,,1444,0.0
8,2088-05-13 09:07:00,156,2,1,,1,13.0
8,2088-05-13 09:07:01,156,8,1,,0,0.0
8,2088-05-13 09:08:00,156,8,1,,0,0.0
8,2088-05-13 09:08:01,156,2,1,,1,13.0
8,2088-05-13 09:08:02,156,8,1,,665,0.0
8,2088-05-13 09:09:00,156,8,1,,1,0.0
8,2088-05-13 09:09:01,156,2,1,,1,13.0
1,2088-05-13 09:09:02,156,6,1,,13,3.0
8,2088-05-13 09:09:03,156,2,1,,1,13.0
8,2088-05-13 09:09:04,156,8,1,,1,0.0
8,2088-05-13 09:09:05,124,8,1,,1,1.0
8,2088-05-13 09:10:00,156,2,1,,1,13.0
8,2088-05-13 09:10:01,156,2,1,,1,13.0
8,2088-05-13 09:11:00,139,8,1,,1,1.0
8,2088-05-13 09:11:01,156,2,1,,1,13.0
8,2088-05-13 09:11:02,139,8,1,,1,1.0
8,2088-05-13 09:12:00,124,8,1,,1,1.0
8,2088-05-13 09:12:01,156,2,1,,1,13.0
8,2088-05-13 09:12:02,124,8,1,,1,1.0
8,2088-05-13 09:12:03,124,8,1,,1,1.0
8,2088-05-13 09:13:00,156,2,1,,1,13.0
8,2088-05-13 09:14:00,139,8,1,,1,1.0
1,2088-05-13 09:14:01,156,6,1,,304,3.0
8,2088-05-13 09:14:02,156,2,1,,1,13.0
8,2088-05-13 09:14:03,139,8,1,,1,1.0
8,2088-05-13 09:15:00,139,8,1,,1,1.0
8,2088-05-13 09:15:01,139,8,1,,1,1.0
8,2088-05-13 09:15:02,156,2,1,,1,13.0
8,2088-05-13 09:15:03,139,8,1,,1,1.0
8,2088-05-13 09:15:04,139,8,1,,1,1.0
8,2088-05-13 09:16:00,156,8,1,,1,0.0
8,2088-05-13 09:16:01,87,8,1,,1,1.0
8,2088-05-13 09:16:02,156,2,1,,1,13.0
8,2088-05-13 09:16:03,156,8,1,,1,0.0
8,2088-05-13 09:16:04,87,8,1,,1,1.0
8,2088-05-13 09:17:00,156,2,1,,1,13.0
1,2088-05-13 09:17:01,156,6,1,,211,54.0
8,2088-05-13 09:18:00,156,2,1,,1,13.0
8,2088-05-13 09:18:01,156,8,1,,714,0.0
8,2088-05-13 09:19:00,156,2,1,,1,13.0
8,2088-05-13 09:19:01,156,8,1,,1303,0.0
8,2088-05-13 09:19:02,156,8,1,,1008,0.0
8,2088-05-13 09:20:00,156,2,1,,1,13.0
8,2088-05-13 09:21:00,156,2,1,,1,13.0
8,2088-05-13 09:21:01,156,8,1,,678,0.0
8,2088-05-13 09:22:00,156,8,1,,1,0.0
8,2088-05-13 09:22:01,156,2,1,,1,13.0
8,2088-05-13 09:22:02,156,8,1,,1,0.0
1,2088-05-13 09:22:03,156,6,1,,13,3.0
8,2088-05-13 09:23:00,156,8,1,,1411,0.0
8,2088-05-13 09:27:00,156,2,1,,1,13.0
8,2088-05-13 09:28:00,156,2,1,,1,13.0
8,2088-05-13 09:28:01,156,2,1,,1,13.0
8,2088-05-13 09:29:00,156,8,1,,0,0.0
8,2088-05-13 09:29:01,156,2,1,,1,13.0
8,2088-05-13 09:29:02,156,8,1,,1,0.0
8,2088-05-13 09:29:03,156,2,1,,1,13.0
8,2088-05-13 09:29:04,156,2,1,,1,13.0
8,2088-05-13 09:30:00,156,2,1,,1,13.0
8,2088-05-13 09:30:01,156,2,1,,1,13.0
8,2088-05-13 09:30:02,156,2,1,,1,13.0
8,2088-05-13 09:30:03,156,2,1,,1,13.0
8,2088-05-13 09:31:00,156,2,1,,1,13.0
8,2088-05-13 09:31:01,156,2,1,,1,13.0
8,2088-05-13 09:31:02,156,2,1,,1,13.0
8,2088-05-13 09:31:03,156,8,1,,1,0.0
8,2088-05-13 09:32:00,156,8,1,,89,0.0
8,2088-05-13 09:32:01,156,2,1,,1,13.0
8,2088-05-13 09:32:02,156,2,1,,1,13.0
8,2088-05-13 09:32:03,156,8,1,,89,0.0
8,2088-05-13 09:33:00,156,2,1,,1,13.0
8,2088-05-13 09:33:01,156,2,1,,1,13.0
8,2088-05-13 09:34:00,156,8,1,,1,0.0
8,2088-05-13 09:34:01,156,2,1,,1,13.0
8,2088-05-13 09:34:02,156,2,1,,1,13.0
8,2088-05-13 09:34:03,1,8,1,,1,1.0
8,2088-05-13 09:35:00,156,2,1,,1,13.0
8,2088-05-13 09:35:01,156,2,1,,1,13.0
8,2088-05-13 09:36:00,156,2,1,,1,13.0
8,2088-05-13 09:36:01,156,2,1,,1,13.0
8,2088-05-13 09:36:02,156,8,1,,1241,0.0
8,2088-05-13 09:37:00,156,2,1,,1,13.0
8,2088-05-13 09:37:01,156,2,1,,1,13.0
8,2088-05-13 09:38:00,156,2,1,,1,13.0
