timestamp,channel_id,host_id,content_type,protocol,content_id,geo_location,user_id
2088-05-13 07:41:55,0,156,2,1,,1,13.0
2088-05-13 07:42:26,0,156,2,1,,1,13.0
2088-05-13 07:42:56,0,156,2,1,,1,13.0
2088-05-13 07:43:30,0,156,2,1,,1,13.0
2088-05-13 07:44:26,0,156,2,1,,1,13.0
2088-05-13 07:44:54,0,156,8,1,,585,0.0
2088-05-13 07:45:13,0,156,8,1,,12,0.0
2088-05-13 07:46:04,0,156,2,1,,1,13.0
2088-05-13 07:47:00,0,156,2,1,,1,13.0
2088-05-13 07:47:56,0,156,2,1,,1,13.0
2088-05-13 07:48:12,0,156,8,1,,1007,0.0
2088-05-13 07:49:01,0,156,2,1,,1,13.0
2088-05-13 07:49:10,0,156,2,1,,1,13.0
2088-05-13 07:49:29,0,156,8,1,,1,0.0
2088-05-13 07:49:52,0,156,8,1,,1,0.0
2088-05-13 07:49:59,0,156,2,1,,1,13.0
2088-05-13 07:50:00,0,156,8,1,,1169,0.0
2088-05-13 07:50:02,0,156,2,1,,1,13.0
2088-05-13 07:50:59,0,156,2,1,,1,13.0
2088-05-13 07:51:04,0,156,2,1,,1,13.0
2088-05-13 07:51:11,0,156,8,1,,1,0.0
2088-05-13 07:51:59,0,156,2,1,,1,13.0
2088-05-13 07:52:02,0,156,2,1,,1,13.0
2088-05-13 07:53:00,0,156,2,1,,1,13.0
2088-05-13 07:53:01,0,156,2,1,,1,13.0
2088-05-13 07:54:00,0,156,2,1,,1,13.0
2088-05-13 07:54:03,0,156,2,1,,1,13.0
2088-05-13 07:54:55,0,156,2,1,,1,13.0
2088-05-13 07:55:59,0,156,2,1,,1,13.0
2088-05-13 07:57:02,0,156,2,1,,1,13.0
2088-05-13 07:58:02,0,156,2,1,,1,13.0
2088-05-13 07:59:00,0,156,2,1,,1,13.0
2088-05-13 07:59:05,0,156,8,1,,0,0.0
2088-05-13 07:59:42,2,123,4,1,,609,7.0
2088-05-13 07:59:58,0,156,2,1,,1,13.0
2088-05-13 08:00:13,0,156,8,1,,1113,0.0
2088-05-13 08:00:30,0,156,8,1,,138,0.0
2088-05-13 08:01:02,0,156,2,1,,1,13.0
2088-05-13 08:01:57,0,156,2,1,,1,13.0
2088-05-13 08:02:12,0,156,8,1,,1391,0.0
2088-05-13 08:02:47,0,156,8,1,,1,0.0
2088-05-13 08:02:57,0,156,2,1,,1,13.0
2088-05-13 08:03:57,0,156,2,1,,1,13.0
2088-05-13 08:04:31,0,156,8,1,,360,0.0
2088-05-13 08:04:55,0,156,2,1,,1,13.0
2088-05-13 08:05:56,0,156,2,1,,1,13.0
2088-05-13 08:06:02,0,156,8,1,,1135,0.0
2088-05-13 08:06:57,0,156,2,1,,1,13.0
2088-05-13 08:07:02,0,156,8,1,,1167,0.0
2088-05-13 08:07:03,0,156,8,1,,1167,0.0
2088-05-13 08:07:04,0,156,8,1,,1167,0.0
2088-05-13 08:07:05,0,156,8,1,,1167,0.0
2088-05-13 08:07:06,0,156,8,1,,1167,0.0
2088-05-13 08:07:07,0,156,8,1,,1167,0.0
2088-05-13 08:07:08,0,156,8,1,,1167,0.0
2088-05-13 08:07:09,0,156,8,1,,1167,0.0
2088-05-13 08:07:10,0,156,8,1,,1167,0.0
2088-05-13 08:07:11,0,156,8,1,,1167,0.0
2088-05-13 08:07:12,0,156,8,1,,1167,0.0
2088-05-13 08:07:13,0,156,8,1,,1167,0.0
2088-05-13 08:07:14,0,156,8,1,,1167,0.0
2088-05-13 08:07:15,0,156,8,1,,1167,0.0
2088-05-13 08:07:16,0,156,8,1,,1167,0.0
2088-05-13 08:07:17,0,156,8,1,,1167,0.0
2088-05-13 08:07:18,0,156,8,1,,1167,0.0
2088-05-13 08:07:19,0,156,8,1,,1167,0.0
2088-05-13 08:07:20,0,156,8,1,,1167,0.0
2088-05-13 08:07:21,0,156,8,1,,1167,0.0
2088-05-13 08:07:22,0,156,8,1,,1167,0.0
2088-05-13 08:07:23,0,156,8,1,,1167,0.0
2088-05-13 08:07:24,0,156,8,1,,1167,0.0
2088-05-13 08:07:25,0,156,8,1,,1167,0.0
2088-05-13 08:07:26,0,156,8,1,,1167,0.0
2088-05-13 08:07:27,0,156,8,1,,1167,0.0
2088-05-13 08:10:06,0,156,8,1,,0,0.0
2088-05-13 08:12:56,0,156,8,1,,882,0.0
2088-05-13 08:14:33,0,156,8,1,,1,0.0
2088-05-13 08:15:53,0,156,8,1,,1224,0.0
2088-05-13 08:15:54,0,156,8,1,,1224,0.0
2088-05-13 08:15:55,0,156,8,1,,1224,0.0
2088-05-13 08:15:56,0,156,8,1,,1224,0.0
2088-05-13 08:15:57,0,156,8,1,,1224,0.0
2088-05-13 08:15:58,0,156,8,1,,1224,0.0
2088-05-13 08:15:59,0,156,8,1,,1224,0.0
2088-05-13 08:16:00,0,156,8,1,,1224,0.0
2088-05-13 08:16:01,0,156,8,1,,1224,0.0
2088-05-13 08:16:02,0,156,8,1,,1224,0.0
2088-05-13 08:16:03,0,156,8,1,,1224,0.0
2088-05-13 08:16:04,0,156,8,1,,1224,0.0
2088-05-13 08:16:05,0,156,8,1,,1224,0.0
2088-05-13 08:16:06,0,156,8,1,,1224,0.0
2088-05-13 08:16:07,0,156,8,1,,1224,0.0
2088-05-13 08:16:08,0,156,8,1,,1224,0.0
2088-05-13 08:16:09,0,156,8,1,,1224,0.0
2088-05-13 08:16:10,0,156,8,1,,1224,0.0
2088-05-13 08:16:11,0,156,8,1,,1224,0.0
2088-05-13 08:16:12,0,156,8,1,,1224,0.0
2088-05-13 08:16:13,0,156,8,1,,1224,0.0
2088-05-13 08:16:14,0,156,8,1,,1224,0.0
2088-05-13 08:16:15,0,156,8,1,,1224,0.0
2088-05-13 08:16:16,0,156,8,1,,1224,0.0
2088-05-13 08:16:17,0,156,8,1,,1224,0.0
2088-05-13 08:16:18,0,156,8,1,,1224,0.0
2088-05-13 08:16:19,0,156,8,1,,1224,0.0
2088-05-13 08:16:20,0,156,8,1,,1224,0.0
2088-05-13 08:16:21,0,156,8,1,,1224,0.0
2088-05-13 08:16:22,0,156,8,1,,1224,0.0
2088-05-13 08:16:23,0,156,8,1,,1224,0.0
2088-05-13 08:16:24,0,156,8,1,,1224,0.0
2088-05-13 08:16:25,0,156,8,1,,1224,0.0
2088-05-13 08:16:26,0,156,8,1,,1224,0.0
2088-05-13 08:16:27,0,156,8,1,,1224,0.0
2088-05-13 08:16:28,0,156,8,1,,1224,0.0
2088-05-13 08:16:29,0,156,8,1,,1224,0.0
2088-05-13 08:16:30,0,156,8,1,,1224,0.0
2088-05-13 08:16:31,0,156,8,1,,1224,0.0
2088-05-13 08:16:32,0,156,8,1,,1224,0.0
2088-05-13 08:16:33,0,156,8,1,,1224,0.0
2088-05-13 08:16:34,0,156,8,1,,1224,0.0
2088-05-13 08:16:35,0,156,8,1,,1224,0.0
2088-05-13 08:16:36,0,156,8,1,,1224,0.0
2088-05-13 08:16:37,0,156,8,1,,1224,0.0
2088-05-13 08:16:38,0,156,8,1,,1224,0.0
2088-05-13 08:16:39,0,156,8,1,,1224,0.0
2088-05-13 08:16:40,0,156,8,1,,1224,0.0
2088-05-13 08:16:41,0,156,8,1,,1224,0.0
2088-05-13 08:16:42,0,156,8,1,,1224,0.0
2088-05-13 08:16:43,0,156,8,1,,1224,0.0
2088-05-13 08:16:44,0,156,8,1,,1224,0.0
2088-05-13 08:16:45,0,156,8,1,,1224,0.0
2088-05-13 08:16:46,0,156,8,1,,1224,0.0
2088-05-13 08:16:47,0,156,8,1,,1224,0.0
2088-05-13 08:16:48,0,156,8,1,,1224,0.0
2088-05-13 08:16:49,0,156,8,1,,1224,0.0
2088-05-13 08:16:50,0,156,8,1,,1224,0.0
2088-05-13 08:16:51,0,156,8,1,,1224,0.0
2088-05-13 08:16:52,0,156,8,1,,1224,0.0
2088-05-13 08:16:53,0,156,8,1,,1224,0.0
2088-05-13 08:16:54,0,156,8,1,,1224,0.0
2088-05-13 08:16:55,0,156,8,1,,1224,0.0
2088-05-13 08:16:56,0,156,8,1,,1224,0.0
2088-05-13 08:16:57,0,156,8,1,,1224,0.0
2088-05-13 08:16:58,0,156,8,1,,1224,0.0
2088-05-13 08:16:59,0,156,2,1,,1,13.0
2088-05-13 08:17:00,0,156,2,1,,1,13.0
2088-05-13 08:17:01,0,156,8,1,,470,0.0
2088-05-13 08:17:05,0,156,2,1,,1,13.0
2088-05-13 08:17:09,0,156,2,1,,1,13.0
2088-05-13 08:17:25,0,156,2,1,,1,13.0
2088-05-13 08:17:57,0,156,2,1,,1,13.0
2088-05-13 08:18:02,0,156,8,1,,714,0.0
2088-05-13 08:18:05,0,156,2,1,,1,13.0
2088-05-13 08:18:19,0,156,8,1,,0,0.0
2088-05-13 08:18:24,0,156,2,1,,1,13.0
2088-05-13 08:18:28,0,156,8,1,,0,0.0
2088-05-13 08:19:01,0,117,8,1,,1,1.0
2088-05-13 08:19:02,0,156,2,1,,1,13.0
2088-05-13 08:19:03,1,156,6,1,,884,16.0
2088-05-13 08:19:28,0,156,2,1,,1,13.0
2088-05-13 08:19:34,0,156,2,1,,1,13.0
2088-05-13 08:19:59,0,156,2,1,,1,13.0
2088-05-13 08:20:18,0,156,8,1,,714,0.0
2088-05-13 08:20:25,0,156,2,1,,1,13.0
2088-05-13 08:20:27,0,156,2,1,,1,13.0
2088-05-13 08:21:01,0,156,2,1,,1,13.0
2088-05-13 08:21:25,0,156,8,1,,714,0.0
2088-05-13 08:21:26,0,156,2,1,,1,13.0
2088-05-13 08:21:29,0,156,2,1,,1,13.0
2088-05-13 08:21:30,0,156,8,1,,1,0.0
2088-05-13 08:22:01,0,156,2,1,,1,13.0
2088-05-13 08:22:27,0,156,2,1,,1,13.0
2088-05-13 08:22:29,0,156,2,1,,1,13.0
2088-05-13 08:22:30,0,156,8,1,,714,0.0
2088-05-13 08:22:58,0,156,2,1,,1,13.0
2088-05-13 08:23:26,0,156,2,1,,1,13.0
2088-05-13 08:23:32,0,156,2,1,,1,13.0
2088-05-13 08:23:58,0,156,2,1,,1,13.0
2088-05-13 08:24:23,0,156,2,1,,1,13.0
2088-05-13 08:24:28,0,156,2,1,,1,13.0
2088-05-13 08:24:46,0,156,8,1,,1,0.0
2088-05-13 08:24:56,0,156,2,1,,1,13.0
2088-05-13 08:25:08,0,156,8,1,,185,0.0
2088-05-13 08:25:14,0,156,2,1,,1,13.0
2088-05-13 08:25:27,0,156,2,1,,1,13.0
2088-05-13 08:25:28,0,156,2,1,,1,13.0
2088-05-13 08:25:55,0,156,2,1,,1,13.0
2088-05-13 08:26:06,0,156,2,1,,1,13.0
2088-05-13 08:26:26,0,156,2,1,,1,13.0
2088-05-13 08:26:27,0,156,2,1,,1,13.0
2088-05-13 08:26:46,0,156,8,1,,12,0.0
2088-05-13 08:27:06,0,156,2,1,,1,13.0
2088-05-13 08:27:25,0,156,2,1,,1,13.0
2088-05-13 08:27:31,0,156,8,1,,0,0.0
2088-05-13 08:27:32,0,156,2,1,,1,13.0
2088-05-13 08:28:27,0,156,2,1,,1,13.0
2088-05-13 08:28:28,1,156,6,1,,1530,16.0
2088-05-13 08:29:30,0,156,2,1,,1,13.0
2088-05-13 08:30:29,0,156,2,1,,1,13.0
2088-05-13 08:31:27,0,156,2,1,,1,13.0
2088-05-13 08:31:38,0,156,8,1,,1,0.0
2088-05-13 08:32:11,0,156,8,1,,1,0.0
2088-05-13 08:32:27,0,156,2,1,,1,13.0
2088-05-13 08:32:42,0,156,8,1,,1,0.0
2088-05-13 08:32:52,0,156,8,1,,1230,0.0
2088-05-13 08:33:12,0,156,8,1,,1,0.0
2088-05-13 08:33:28,0,156,2,1,,1,13.0
2088-05-13 08:33:40,0,156,8,1,,1,0.0
2088-05-13 08:34:08,0,156,8,1,,1083,0.0
2088-05-13 08:34:11,0,156,8,1,,1,0.0
2088-05-13 08:34:19,0,156,8,1,,381,0.0
2088-05-13 08:34:20,0,156,8,1,,0,0.0
2088-05-13 08:34:30,0,156,2,1,,1,13.0
2088-05-13 08:34:40,0,156,8,1,,1,0.0
2088-05-13 08:35:08,0,156,8,1,,1,0.0
2088-05-13 08:36:43,0,156,8,1,,1,0.0
2088-05-13 08:38:34,0,156,8,1,,361,0.0
2088-05-13 08:39:35,0,156,2,1,,1,13.0
2088-05-13 08:40:00,0,156,8,1,,1,0.0
2088-05-13 08:40:28,0,156,2,1,,1,13.0
2088-05-13 08:40:47,0,156,8,1,,675,0.0
2088-05-13 08:41:32,0,156,2,1,,1,13.0
2088-05-13 08:42:32,0,156,2,1,,1,13.0
2088-05-13 08:43:34,0,156,2,1,,1,13.0
2088-05-13 08:43:38,0,156,8,1,,1101,0.0
2088-05-13 08:44:18,0,156,8,1,,1,0.0
2088-05-13 08:44:19,0,156,8,1,,1,0.0
2088-05-13 08:44:24,0,156,2,1,,1,13.0
2088-05-13 08:44:31,0,156,2,1,,1,13.0
2088-05-13 08:45:22,0,156,8,1,,0,0.0
2088-05-13 08:45:30,0,156,2,1,,1,13.0
2088-05-13 08:46:25,0,156,2,1,,1,13.0
2088-05-13 08:47:27,0,156,2,1,,1,13.0
2088-05-13 08:47:55,0,156,8,1,,834,0.0
2088-05-13 08:48:25,0,156,8,1,,1,0.0
2088-05-13 08:48:29,0,156,2,1,,1,13.0
2088-05-13 08:49:28,0,156,2,1,,1,13.0
2088-05-13 08:49:31,0,156,8,1,,1,0.0
2088-05-13 08:50:31,0,156,2,1,,1,13.0
2088-05-13 08:51:26,0,156,2,1,,1,13.0
2088-05-13 08:51:57,0,156,8,1,,1570,0.0
2088-05-13 08:52:28,0,156,2,1,,1,13.0
2088-05-13 08:52:51,0,156,8,1,,1,0.0
2088-05-13 08:53:35,0,156,8,1,,0,0.0
2088-05-13 08:53:54,0,156,8,1,,1,0.0
2088-05-13 08:54:03,0,156,8,1,,1511,0.0
2088-05-13 08:54:21,0,156,2,1,,1,13.0
2088-05-13 08:55:06,0,156,2,1,,1,13.0
2088-05-13 08:55:30,0,156,8,1,,1391,0.0
2088-05-13 08:56:04,0,156,2,1,,1,13.0
2088-05-13 08:57:08,0,156,8,1,,588,0.0
2088-05-13 08:57:33,0,156,2,1,,1,13.0
2088-05-13 08:57:39,0,156,8,1,,818,0.0
2088-05-13 08:57:47,0,156,8,1,,1578,0.0
2088-05-13 08:57:51,0,156,8,1,,1,0.0
2088-05-13 08:58:12,0,156,8,1,,1514,0.0
2088-05-13 08:58:16,0,156,2,1,,1,13.0
2088-05-13 08:58:23,0,156,8,1,,1,0.0
2088-05-13 08:58:29,0,156,2,1,,1,13.0
2088-05-13 08:59:07,0,156,2,1,,1,13.0
2088-05-13 08:59:29,0,156,2,1,,1,13.0
2088-05-13 08:59:30,0,156,8,1,,950,0.0
2088-05-13 08:59:32,0,156,8,1,,855,0.0
2088-05-13 09:00:10,0,156,2,1,,1,13.0
2088-05-13 09:00:29,0,156,2,1,,1,13.0
2088-05-13 09:00:37,0,156,8,1,,1,0.0
2088-05-13 09:01:27,0,156,2,1,,1,13.0
2088-05-13 09:02:26,0,156,2,1,,1,13.0
2088-05-13 09:03:29,0,156,2,1,,1,13.0
2088-05-13 09:04:13,0,156,8,1,,665,0.0
2088-05-13 09:04:29,0,156,2,1,,1,13.0
2088-05-13 09:05:04,0,156,8,1,,1490,0.0
2088-05-13 09:05:19,0,156,8,1,,1490,0.0
2088-05-13 09:05:28,0,156,2,1,,1,13.0
2088-05-13 09:06:26,0,156,2,1,,1,13.0
2088-05-13 09:06:49,0,156,8,1,,1444,0.0
2088-05-13 09:07:15,0,156,8,1,,0,0.0
2088-05-13 09:07:25,0,156,2,1,,1,13.0
2088-05-13 09:08:25,0,156,2,1,,1,13.0
2088-05-13 09:08:41,0,156,8,1,,665,0.0
2088-05-13 09:08:57,0,156,8,1,,0,0.0
2088-05-13 09:09:07,0,156,2,1,,1,13.0
2088-05-13 09:09:24,0,156,2,1,,1,13.0
2088-05-13 09:09:28,1,156,6,1,,13,3.0
2088-05-13 09:09:48,0,124,8,1,,1,1.0
2088-05-13 09:09:49,0,156,8,1,,1,0.0
2088-05-13 09:09:53,0,156,8,1,,1,0.0
2088-05-13 09:10:01,0,156,2,1,,1,13.0
2088-05-13 09:10:28,0,156,2,1,,1,13.0
2088-05-13 09:11:23,0,139,8,1,,1,1.0
2088-05-13 09:11:24,0,139,8,1,,1,1.0
2088-05-13 09:11:27,0,156,2,1,,1,13.0
2088-05-13 09:12:29,0,156,2,1,,1,13.0
2088-05-13 09:12:30,0,124,8,1,,1,1.0
2088-05-13 09:12:44,0,124,8,1,,1,1.0
2088-05-13 09:12:45,0,124,8,1,,1,1.0
2088-05-13 09:13:33,0,156,2,1,,1,13.0
2088-05-13 09:14:19,1,156,6,1,,304,3.0
2088-05-13 09:14:25,0,156,2,1,,1,13.0
2088-05-13 09:14:59,0,139,8,1,,1,1.0
2088-05-13 09:15:00,0,139,8,1,,1,1.0
2088-05-13 09:15:01,0,139,8,1,,1,1.0
2088-05-13 09:15:02,0,139,8,1,,1,1.0
2088-05-13 09:15:03,0,139,8,1,,1,1.0
2088-05-13 09:15:04,0,139,8,1,,1,1.0
2088-05-13 09:15:13,0,156,2,1,,1,13.0
2088-05-13 09:16:07,0,156,2,1,,1,13.0
2088-05-13 09:16:10,0,156,8,1,,1,0.0
2088-05-13 09:16:28,0,87,8,1,,1,1.0
2088-05-13 09:16:29,0,87,8,1,,1,1.0
2088-05-13 09:16:46,0,156,8,1,,1,0.0
2088-05-13 09:17:04,0,156,2,1,,1,13.0
2088-05-13 09:17:56,1,156,6,1,,211,54.0
2088-05-13 09:18:03,0,156,2,1,,1,13.0
2088-05-13 09:18:39,0,156,8,1,,714,0.0
2088-05-13 09:19:02,0,156,2,1,,1,13.0
2088-05-13 09:19:11,0,156,8,1,,1303,0.0
2088-05-13 09:19:40,0,156,8,1,,1008,0.0
2088-05-13 09:20:03,0,156,2,1,,1,13.0
2088-05-13 09:21:03,0,156,2,1,,1,13.0
2088-05-13 09:21:19,0,156,8,1,,678,0.0
2088-05-13 09:22:02,0,156,2,1,,1,13.0
2088-05-13 09:22:17,1,156,6,1,,13,3.0
2088-05-13 09:22:31,0,156,8,1,,1,0.0
2088-05-13 09:22:54,0,156,8,1,,1,0.0
2088-05-13 09:23:56,0,156,8,1,,1411,0.0
2088-05-13 09:27:16,0,156,2,1,,1,13.0
2088-05-13 09:28:10,0,156,2,1,,1,13.0
2088-05-13 09:28:32,0,156,2,1,,1,13.0
2088-05-13 09:29:05,0,156,2,1,,1,13.0
2088-05-13 09:29:08,0,156,2,1,,1,13.0
2088-05-13 09:29:26,0,156,8,1,,1,0.0
2088-05-13 09:29:31,0,156,2,1,,1,13.0
2088-05-13 09:29:45,0,156,8,1,,0,0.0
2088-05-13 09:30:06,0,156,2,1,,1,13.0
2088-05-13 09:30:08,0,156,2,1,,1,13.0
2088-05-13 09:30:29,0,156,2,1,,1,13.0
2088-05-13 09:30:55,0,156,2,1,,1,13.0
2088-05-13 09:31:08,0,156,2,1,,1,13.0
2088-05-13 09:31:11,0,156,8,1,,1,0.0
2088-05-13 09:31:30,0,156,2,1,,1,13.0
2088-05-13 09:31:56,0,156,2,1,,1,13.0
2088-05-13 09:32:03,0,156,8,1,,89,0.0
2088-05-13 09:32:04,0,156,8,1,,89,0.0
2088-05-13 09:32:05,0,156,2,1,,1,13.0
2088-05-13 09:32:26,0,156,2,1,,1,13.0
2088-05-13 09:33:10,0,156,2,1,,1,13.0
2088-05-13 09:33:30,0,156,2,1,,1,13.0
2088-05-13 09:34:06,0,1,8,1,,1,1.0
2088-05-13 09:34:15,0,156,2,1,,1,13.0
2088-05-13 09:34:31,0,156,2,1,,1,13.0
2088-05-13 09:34:33,0,156,8,1,,1,0.0
2088-05-13 09:35:06,0,156,2,1,,1,13.0
2088-05-13 09:35:25,0,156,2,1,,1,13.0
2088-05-13 09:36:05,0,156,2,1,,1,13.0
2088-05-13 09:36:27,0,156,2,1,,1,13.0
2088-05-13 09:36:51,0,156,8,1,,1241,0.0
2088-05-13 09:37:16,0,156,2,1,,1,13.0
2088-05-13 09:37:29,0,156,2,1,,1,13.0
2088-05-13 09:38:08,0,156,2,1,,1,13.0
