channel_id,timestamp,host_id,content_type,protocol,content_id,geo_location,user_id
36655,0,2088-05-15 17:03:37 ,156,2,1,,1,13.0
39768,0,2088-05-15 17:03:57 ,156,8,1,,1,0.0
74930,0,2088-05-15 17:04:25 ,156,2,1,,1,13.0
15973,0,2088-05-15 17:04:42 ,156,8,1,,1083,0.0
69123,0,2088-05-15 17:04:54 ,156,8,1,,0,0.0
87770,2,2088-05-15 17:04:55 ,123,4,1,,0,7.0
57333,0,2088-05-15 17:05:28 ,156,2,1,,1,13.0
14932,0,2088-05-15 17:05:44 ,156,8,1,,1440,0.0
66028,0,2088-05-15 17:06:21 ,156,2,1,,1,13.0
33814,0,2088-05-15 17:07:24 ,156,2,1,,1,13.0
5144,0,2088-05-15 17:07:25 ,156,2,1,,0,13.0
75956,0,2088-05-15 17:08:20 ,156,8,1,,882,0.0
77908,0,2088-05-15 17:08:22 ,156,2,1,,1,13.0
29759,0,2088-05-15 17:08:36 ,156,8,1,,1,0.0
57322,0,2088-05-15 17:09:27 ,156,2,1,,1,13.0
57334,0,2088-05-15 17:10:20 ,156,2,1,,1,13.0
78908,0,2088-05-15 17:10:42 ,156,8,1,,1156,0.0
84711,0,2088-05-15 17:11:26 ,156,2,1,,0,13.0
46492,0,2088-05-15 17:11:47 ,156,8,1,,48,9.0
69124,0,2088-05-15 17:12:17 ,156,8,1,,0,0.0
21137,0,2088-05-15 17:12:20 ,156,8,1,,0,0.0
20180,0,2088-05-15 17:12:26 ,156,2,1,,0,13.0
71122,0,2088-05-15 17:12:31 ,156,8,1,,1,0.0
65107,0,2088-05-15 17:12:51 ,156,8,1,,368,0.0
73012,0,2088-05-15 17:13:20 ,156,2,1,,0,13.0
75957,0,2088-05-15 17:13:31 ,156,8,1,,1378,0.0
48413,0,2088-05-15 17:13:34 ,156,2,1,,1,13.0
40597,0,2088-05-15 17:13:41 ,156,8,1,,1378,0.0
73256,0,2088-05-15 17:13:58 ,156,8,1,,1019,0.0
32699,0,2088-05-15 17:14:25 ,156,8,1,,1170,0.0
12939,0,2088-05-15 17:14:32 ,156,2,1,,1,13.0
24875,0,2088-05-15 17:15:32 ,156,2,1,,1,13.0
42499,0,2088-05-15 17:16:26 ,156,2,1,,1,13.0
27969,0,2088-05-15 17:17:27 ,156,2,1,,1,13.0
39739,0,2088-05-15 17:18:27 ,156,8,1,,1042,0.0
21846,0,2088-05-15 17:18:32 ,156,8,1,,279,0.0
58663,0,2088-05-15 17:19:05 ,156,8,1,,12,0.0
45471,0,2088-05-15 17:19:38 ,156,2,1,,1,13.0
25917,0,2088-05-15 17:20:08 ,156,8,1,,1083,0.0
51382,0,2088-05-15 17:20:30 ,156,2,1,,1,13.0
8068,0,2088-05-15 17:21:12 ,156,8,1,,0,0.0
66014,0,2088-05-15 17:21:29 ,156,2,1,,1,13.0
86760,0,2088-05-15 17:21:36 ,156,8,1,,1,0.0
399,0,2088-05-15 17:21:45 ,156,8,1,,1,0.0
39743,0,2088-05-15 17:22:30 ,156,2,1,,1,13.0
84712,0,2088-05-15 17:23:53 ,156,8,1,,1006,0.0
47618,0,2088-05-15 17:23:53 ,156,8,1,,1,0.0
63088,0,2088-05-15 17:24:09 ,87,8,1,,1283,1.0
63089,0,2088-05-15 17:24:09 ,87,8,1,,1283,1.0
66015,0,2088-05-15 17:24:09 ,87,8,1,,1283,1.0
4064,0,2088-05-15 17:24:09 ,87,8,1,,1283,1.0
87669,2,2088-05-15 17:25:48 ,123,4,1,,720,7.0
4086,0,2088-05-15 17:25:55 ,156,8,1,,1,0.0
29754,0,2088-05-15 17:25:55 ,156,8,1,,1177,0.0
35818,2,2088-05-15 17:26:34 ,123,4,1,,0,7.0
77133,2,2088-05-15 17:26:35 ,123,4,1,,0,7.0
1159,2,2088-05-15 17:28:04 ,123,4,1,,981,7.0
80814,2,2088-05-15 17:28:05 ,123,4,1,,981,7.0
37646,0,2088-05-15 17:28:30 ,156,2,1,,1,13.0
49414,0,2088-05-15 17:29:03 ,156,8,1,,1,0.0
67189,0,2088-05-15 17:29:23 ,156,2,1,,1,13.0
9029,0,2088-05-15 17:29:51 ,156,8,1,,1,0.0
78953,0,2088-05-15 17:30:21 ,156,2,1,,1,13.0
87771,0,2088-05-15 17:30:32 ,156,8,1,,1,0.0
46712,0,2088-05-15 17:31:20 ,156,2,1,,1,13.0
21138,0,2088-05-15 17:31:33 ,156,8,1,,326,0.0
43554,0,2088-05-15 17:32:24 ,156,2,1,,1,13.0
62166,0,2088-05-15 17:33:18 ,156,8,1,,1,0.0
23147,0,2088-05-15 17:33:23 ,156,2,1,,1,13.0
13960,0,2088-05-15 17:34:20 ,156,2,1,,1,13.0
70189,0,2088-05-15 17:35:06 ,156,8,1,,0,0.0
40598,2,2088-05-15 17:35:14 ,123,4,1,,481,7.0
13971,0,2088-05-15 17:35:20 ,156,2,1,,1,13.0
70190,0,2088-05-15 17:36:18 ,156,2,1,,1,13.0
58664,2,2088-05-15 17:36:52 ,123,4,1,,0,7.0
52589,2,2088-05-15 17:36:59 ,123,4,1,,0,7.0
67137,2,2088-05-15 17:37:05 ,123,4,1,,0,7.0
37614,0,2088-05-15 17:37:06 ,125,8,1,,1,1.0
37647,0,2088-05-15 17:37:07 ,125,8,1,,1,1.0
34790,0,2088-05-15 17:37:08 ,125,8,1,,1,1.0
73257,2,2088-05-15 17:37:12 ,123,4,1,,0,7.0
81826,2,2088-05-15 17:37:18 ,123,4,1,,0,7.0
5107,0,2088-05-15 17:37:20 ,156,2,1,,1,13.0
40774,2,2088-05-15 17:37:25 ,123,4,1,,0,7.0
23148,2,2088-05-15 17:37:31 ,123,4,1,,0,7.0
19910,2,2088-05-15 17:37:38 ,123,4,1,,0,7.0
34779,0,2088-05-15 17:37:42 ,156,8,1,,462,0.0
2133,2,2088-05-15 17:37:44 ,123,4,1,,0,7.0
75958,2,2088-05-15 17:37:51 ,123,4,1,,0,7.0
49527,2,2088-05-15 17:37:58 ,123,4,1,,0,7.0
58679,2,2088-05-15 17:38:04 ,123,4,1,,0,7.0
43570,2,2088-05-15 17:38:11 ,123,4,1,,0,7.0
84713,2,2088-05-15 17:38:18 ,123,4,1,,0,7.0
78922,0,2088-05-15 17:38:21 ,156,2,1,,1,13.0
28844,2,2088-05-15 17:38:24 ,123,4,1,,0,7.0
5108,2,2088-05-15 17:38:31 ,123,4,1,,0,7.0
77926,2,2088-05-15 17:38:33 ,123,4,1,,688,7.0
13961,2,2088-05-15 17:38:37 ,123,4,1,,0,7.0
19926,2,2088-05-15 17:38:44 ,123,4,1,,0,7.0
70341,2,2088-05-15 17:38:50 ,123,4,1,,0,7.0
23940,1,2088-05-15 17:38:52 ,156,6,1,,211,16.0
17067,2,2088-05-15 17:38:57 ,123,4,1,,0,7.0
31673,2,2088-05-15 17:39:03 ,123,4,1,,0,7.0
17068,2,2088-05-15 17:39:10 ,123,4,1,,0,7.0
28854,0,2088-05-15 17:39:11 ,156,8,1,,0,0.0
17935,0,2088-05-15 17:39:12 ,156,8,1,,854,0.0
67174,2,2088-05-15 17:39:16 ,123,4,1,,0,7.0
8101,0,2088-05-15 17:39:19 ,156,2,1,,1,13.0
23162,2,2088-05-15 17:39:23 ,123,4,1,,0,7.0
73258,2,2088-05-15 17:39:30 ,123,4,1,,0,7.0
81816,2,2088-05-15 17:39:36 ,123,4,1,,0,7.0
78931,2,2088-05-15 17:39:43 ,123,4,1,,0,7.0
64318,2,2088-05-15 17:39:50 ,123,4,1,,0,7.0
78909,2,2088-05-15 17:39:56 ,123,4,1,,0,7.0
70342,2,2088-05-15 17:40:03 ,123,4,1,,0,7.0
25903,2,2088-05-15 17:40:09 ,123,4,1,,0,7.0
8081,2,2088-05-15 17:40:16 ,123,4,1,,0,7.0
61231,0,2088-05-15 17:40:21 ,156,2,1,,1,13.0
26019,2,2088-05-15 17:40:22 ,123,4,1,,0,7.0
52590,2,2088-05-15 17:40:29 ,123,4,1,,0,7.0
28855,2,2088-05-15 17:40:35 ,123,4,1,,0,7.0
46713,2,2088-05-15 17:40:42 ,123,4,1,,0,7.0
52518,2,2088-05-15 17:40:48 ,123,4,1,,0,7.0
74997,2,2088-05-15 17:41:03 ,123,4,1,,0,7.0
30655,2,2088-05-15 17:41:10 ,123,4,1,,0,7.0
54431,2,2088-05-15 17:41:16 ,123,4,1,,0,7.0
53517,0,2088-05-15 17:41:22 ,156,8,1,,1,0.0
57331,2,2088-05-15 17:41:23 ,123,4,1,,0,7.0
1148,2,2088-05-15 17:41:29 ,123,4,1,,0,7.0
46678,0,2088-05-15 17:41:30 ,156,8,1,,101,0.0
66036,2,2088-05-15 17:41:36 ,123,4,1,,0,7.0
80756,2,2088-05-15 17:41:42 ,123,4,1,,0,7.0
39727,0,2088-05-15 17:41:42 ,156,8,1,,1,0.0
45472,2,2088-05-15 17:41:49 ,123,4,1,,0,7.0
33815,2,2088-05-15 17:41:55 ,123,4,1,,0,7.0
51383,2,2088-05-15 17:42:02 ,123,4,1,,0,7.0
80757,2,2088-05-15 17:42:08 ,123,4,1,,0,7.0
70356,0,2088-05-15 17:42:55 ,156,8,1,,1,0.0
59406,0,2088-05-15 17:43:18 ,156,8,1,,1,0.0
66016,0,2088-05-15 17:43:19 ,156,2,1,,1,13.0
9031,0,2088-05-15 17:43:27 ,156,2,1,,1,13.0
9026,0,2088-05-15 17:43:45 ,14,8,1,,0,1.0
5109,0,2088-05-15 17:43:59 ,156,8,1,,697,0.0
25904,0,2088-05-15 17:44:02 ,156,8,1,,956,0.0
45458,0,2088-05-15 17:44:10 ,156,2,1,,1,13.0
26972,0,2088-05-15 17:44:22 ,156,2,1,,1,13.0
49415,1,2088-05-15 17:44:28 ,156,6,1,,13,3.0
15974,0,2088-05-15 17:45:06 ,156,8,1,,375,0.0
15984,0,2088-05-15 17:45:08 ,156,2,1,,1,13.0
66017,0,2088-05-15 17:45:26 ,156,8,1,,661,0.0
38607,0,2088-05-15 17:45:26 ,156,2,1,,1,13.0
12946,0,2088-05-15 17:46:09 ,156,2,1,,1,13.0
68145,0,2088-05-15 17:46:21 ,156,2,1,,1,13.0
60272,0,2088-05-15 17:47:11 ,156,2,1,,1,13.0
74068,0,2088-05-15 17:47:25 ,156,2,1,,1,13.0
63101,0,2088-05-15 17:47:42 ,156,8,1,,1,0.0
51351,0,2088-05-15 17:48:09 ,156,2,1,,1,13.0
87653,0,2088-05-15 17:48:17 ,156,8,1,,818,0.0
85791,0,2088-05-15 17:48:21 ,156,2,1,,1,13.0
24901,0,2088-05-15 17:49:05 ,156,2,1,,1,13.0
74066,0,2088-05-15 17:49:23 ,156,2,1,,1,13.0
85776,2,2088-05-15 17:49:54 ,123,4,1,,1474,7.0
23939,2,2088-05-15 17:50:01 ,123,4,1,,1474,7.0
24896,0,2088-05-15 17:50:07 ,156,2,1,,1,13.0
71116,0,2088-05-15 17:50:25 ,156,2,1,,1,13.0
24902,0,2088-05-15 17:50:41 ,156,8,1,,1185,0.0
85792,0,2088-05-15 17:50:50 ,156,8,1,,222,0.0
66040,0,2088-05-15 17:51:03 ,156,2,1,,1,13.0
42510,3,2088-05-15 17:51:13 ,82,8,1,,376,1.0
41649,1,2088-05-15 17:51:15 ,156,6,1,,13,3.0
3078,0,2088-05-15 17:51:20 ,156,2,1,,1,13.0
30910,0,2088-05-15 17:51:47 ,156,8,1,,1,0.0
2134,0,2088-05-15 17:52:03 ,156,8,1,,1,0.0
74998,0,2088-05-15 17:52:07 ,156,2,1,,1,13.0
59387,0,2088-05-15 17:52:19 ,156,2,1,,1,13.0
25940,2,2088-05-15 17:52:47 ,123,4,1,,1417,7.0
48405,0,2088-05-15 17:53:11 ,156,2,1,,1,13.0
26971,0,2088-05-15 17:53:20 ,156,2,1,,1,13.0
39740,0,2088-05-15 17:54:06 ,156,8,1,,0,0.0
15990,0,2088-05-15 17:54:12 ,156,2,1,,1,13.0
14929,0,2088-05-15 17:54:21 ,156,2,1,,1,13.0
51352,0,2088-05-15 17:55:14 ,156,2,1,,1,13.0
82748,0,2088-05-15 17:55:26 ,156,2,1,,1,13.0
57317,0,2088-05-15 17:55:56 ,156,8,1,,1,0.0
18905,0,2088-05-15 17:56:08 ,156,2,1,,1,13.0
60268,0,2088-05-15 17:56:22 ,156,8,1,,1,0.0
74069,0,2088-05-15 17:56:26 ,156,2,1,,1,13.0
23941,0,2088-05-15 17:56:45 ,156,8,1,,1,0.0
10236,0,2088-05-15 17:57:09 ,156,2,1,,1,13.0
48420,2,2088-05-15 17:57:13 ,123,4,1,,1228,7.0
34791,0,2088-05-15 17:57:18 ,156,8,1,,1128,0.0
17924,0,2088-05-15 17:57:22 ,156,2,1,,1,13.0
21822,0,2088-05-15 17:58:09 ,156,2,1,,1,13.0
23917,0,2088-05-15 17:58:21 ,156,2,1,,1,13.0
7014,0,2088-05-15 17:58:35 ,156,8,1,,818,0.0
60459,0,2088-05-15 17:59:08 ,156,2,1,,1,13.0
41540,1,2088-05-15 17:59:14 ,156,6,1,,802,13.0
26821,0,2088-05-15 17:59:19 ,156,2,1,,1,13.0
10932,0,2088-05-15 17:59:58 ,156,8,1,,1,0.0
77927,0,2088-05-15 18:00:05 ,156,8,1,,1,0.0
86587,0,2088-05-15 18:00:06 ,156,2,1,,1,13.0
29752,0,2088-05-15 18:00:21 ,156,2,1,,1,13.0
38597,0,2088-05-15 18:00:54 ,156,8,1,,1,0.0
77928,0,2088-05-15 18:01:06 ,156,2,1,,1,13.0
65096,0,2088-05-15 18:01:23 ,156,2,1,,1,13.0
86761,0,2088-05-15 18:02:05 ,156,2,1,,1,13.0
4087,2,2088-05-15 18:02:11 ,123,4,1,,0,7.0
27970,2,2088-05-15 18:02:18 ,123,4,1,,0,7.0
74022,0,2088-05-15 18:02:19 ,156,2,1,,1,13.0
15991,2,2088-05-15 18:02:24 ,123,4,1,,0,7.0
57335,2,2088-05-15 18:03:11 ,123,4,1,,0,7.0
63120,0,2088-05-15 18:03:16 ,156,8,1,,0,0.0
18896,2,2088-05-15 18:03:18 ,123,4,1,,0,7.0
65097,0,2088-05-15 18:03:21 ,156,2,1,,1,13.0
33808,2,2088-05-15 18:03:24 ,123,4,1,,0,7.0
42525,2,2088-05-15 18:03:30 ,123,4,1,,0,7.0
40775,2,2088-05-15 18:03:43 ,123,4,1,,707,7.0
24897,0,2088-05-15 18:03:43 ,1,8,1,,1,1.0
61232,2,2088-05-15 18:03:44 ,123,4,1,,904,7.0
7051,2,2088-05-15 18:03:54 ,123,4,1,,0,7.0
60269,2,2088-05-15 18:04:00 ,123,4,1,,0,7.0
18931,2,2088-05-15 18:04:07 ,123,4,1,,0,7.0
83918,2,2088-05-15 18:04:13 ,123,4,1,,0,7.0
74931,2,2088-05-15 18:04:19 ,123,4,1,,0,7.0
82764,0,2088-05-15 18:04:21 ,156,2,1,,1,13.0
27971,2,2088-05-15 18:04:26 ,123,4,1,,0,7.0
42522,2,2088-05-15 18:04:32 ,123,4,1,,0,7.0
66018,2,2088-05-15 18:04:39 ,123,4,1,,0,7.0
51384,2,2088-05-15 18:04:45 ,123,4,1,,0,7.0
10216,2,2088-05-15 18:04:52 ,123,4,1,,0,7.0
39734,2,2088-05-15 18:04:58 ,123,4,1,,0,7.0
35833,0,2088-05-15 18:05:03 ,156,8,1,,1384,0.0
74999,2,2088-05-15 18:05:05 ,123,4,1,,0,7.0
60270,2,2088-05-15 18:05:11 ,123,4,1,,0,7.0
66037,2,2088-05-15 18:05:17 ,123,4,1,,0,7.0
26978,0,2088-05-15 18:05:21 ,156,2,1,,1,13.0
38608,0,2088-05-15 18:05:22 ,156,8,1,,1254,0.0
72044,2,2088-05-15 18:05:24 ,123,4,1,,0,7.0
61250,0,2088-05-15 18:05:24 ,129,8,1,,1287,7.0
7015,2,2088-05-15 18:05:30 ,123,4,1,,0,7.0
17082,0,2088-05-15 18:05:31 ,129,8,1,,1287,7.0
30914,2,2088-05-15 18:05:37 ,123,4,1,,0,7.0
87654,0,2088-05-15 18:05:39 ,129,8,1,,1287,7.0
25905,0,2088-05-15 18:05:39 ,129,8,1,,1287,7.0
31682,0,2088-05-15 18:05:42 ,129,8,1,,1287,7.0
5145,0,2088-05-15 18:05:42 ,129,8,1,,1287,7.0
28814,0,2088-05-15 18:05:42 ,129,8,1,,1287,7.0
13942,0,2088-05-15 18:05:42 ,129,8,1,,1287,7.0
34780,0,2088-05-15 18:05:42 ,129,8,1,,1287,7.0
43555,0,2088-05-15 18:05:42 ,129,8,1,,1287,7.0
61267,0,2088-05-15 18:05:42 ,129,8,1,,1287,7.0
19893,0,2088-05-15 18:05:42 ,129,8,1,,1287,7.0
73013,0,2088-05-15 18:05:42 ,129,8,1,,1287,7.0
31681,0,2088-05-15 18:05:42 ,129,8,1,,1287,7.0
13972,0,2088-05-15 18:05:42 ,129,8,1,,1287,7.0
8116,0,2088-05-15 18:05:42 ,129,8,1,,1287,7.0
13932,0,2088-05-15 18:05:42 ,129,8,1,,1287,7.0
58680,0,2088-05-15 18:05:42 ,129,8,1,,1287,7.0
10935,0,2088-05-15 18:05:42 ,129,8,1,,1287,7.0
84679,0,2088-05-15 18:05:42 ,129,8,1,,1287,7.0
55439,0,2088-05-15 18:05:42 ,129,8,1,,1287,7.0
49449,0,2088-05-15 18:05:42 ,129,8,1,,1287,7.0
10933,0,2088-05-15 18:05:42 ,129,8,1,,1287,7.0
40578,0,2088-05-15 18:05:42 ,129,8,1,,1287,7.0
84680,0,2088-05-15 18:05:43 ,129,8,1,,1287,7.0
52520,0,2088-05-15 18:05:43 ,129,8,1,,1287,7.0
20182,0,2088-05-15 18:05:43 ,129,8,1,,1287,7.0
8103,0,2088-05-15 18:05:43 ,129,8,1,,1287,7.0
31683,0,2088-05-15 18:05:43 ,129,8,1,,1287,7.0
8102,0,2088-05-15 18:05:43 ,129,8,1,,1287,7.0
20181,0,2088-05-15 18:05:43 ,129,8,1,,1287,7.0
52519,0,2088-05-15 18:05:43 ,129,8,1,,1287,7.0
10934,0,2088-05-15 18:05:43 ,129,8,1,,1287,7.0
43596,0,2088-05-15 18:05:43 ,129,8,1,,1287,7.0
2104,0,2088-05-15 18:05:43 ,129,8,1,,1287,7.0
10936,0,2088-05-15 18:05:43 ,129,8,1,,1287,7.0
10921,0,2088-05-15 18:05:43 ,129,8,1,,1287,7.0
37619,0,2088-05-15 18:05:43 ,129,8,1,,1287,7.0
28828,0,2088-05-15 18:05:43 ,129,8,1,,1287,7.0
49448,0,2088-05-15 18:05:43 ,129,8,1,,1287,7.0
84663,0,2088-05-15 18:05:43 ,129,8,1,,1287,7.0
26020,0,2088-05-15 18:05:43 ,129,8,1,,1287,7.0
40777,0,2088-05-15 18:05:43 ,129,8,1,,1287,7.0
46493,0,2088-05-15 18:05:43 ,129,8,1,,1287,7.0
40776,0,2088-05-15 18:05:43 ,129,8,1,,1287,7.0
40778,0,2088-05-15 18:05:43 ,129,8,1,,1287,7.0
37603,0,2088-05-15 18:05:43 ,129,8,1,,1287,7.0
37602,0,2088-05-15 18:05:43 ,129,8,1,,1287,7.0
2115,0,2088-05-15 18:05:43 ,129,8,1,,1287,7.0
5110,0,2088-05-15 18:05:43 ,129,8,1,,1287,7.0
48406,2,2088-05-15 18:05:43 ,123,4,1,,0,7.0
61268,0,2088-05-15 18:05:43 ,129,8,1,,1287,7.0
70357,0,2088-05-15 18:05:43 ,129,8,1,,1287,7.0
67190,0,2088-05-15 18:05:43 ,129,8,1,,1287,7.0
61233,0,2088-05-15 18:05:43 ,129,8,1,,1287,7.0
26021,0,2088-05-15 18:05:44 ,129,8,1,,1287,7.0
61269,0,2088-05-15 18:05:44 ,129,8,1,,1287,7.0
61234,0,2088-05-15 18:05:44 ,129,8,1,,1287,7.0
31654,0,2088-05-15 18:05:44 ,129,8,1,,1287,7.0
28829,0,2088-05-15 18:05:44 ,129,8,1,,1287,7.0
34613,0,2088-05-15 18:05:44 ,129,8,1,,1287,7.0
75959,0,2088-05-15 18:05:44 ,129,8,1,,1287,7.0
31663,0,2088-05-15 18:05:44 ,129,8,1,,1287,7.0
73014,0,2088-05-15 18:05:44 ,129,8,1,,1287,7.0
81834,0,2088-05-15 18:05:44 ,129,8,1,,1287,7.0
40789,0,2088-05-15 18:05:44 ,129,8,1,,1287,7.0
23150,0,2088-05-15 18:05:44 ,129,8,1,,1287,7.0
84681,0,2088-05-15 18:05:44 ,129,8,1,,1287,7.0
49529,0,2088-05-15 18:05:44 ,129,8,1,,1287,7.0
52521,0,2088-05-15 18:05:44 ,129,8,1,,1287,7.0
40579,0,2088-05-15 18:05:44 ,129,8,1,,1287,7.0
13974,0,2088-05-15 18:05:44 ,129,8,1,,1287,7.0
43571,0,2088-05-15 18:05:44 ,129,8,1,,1287,7.0
58681,0,2088-05-15 18:05:44 ,129,8,1,,1287,7.0
13973,0,2088-05-15 18:05:44 ,129,8,1,,1287,7.0
67138,0,2088-05-15 18:05:44 ,129,8,1,,1287,7.0
34781,0,2088-05-15 18:05:44 ,129,8,1,,1287,7.0
75944,0,2088-05-15 18:05:44 ,129,8,1,,1287,7.0
87655,0,2088-05-15 18:05:44 ,129,8,1,,1287,7.0
75990,0,2088-05-15 18:05:44 ,129,8,1,,1287,7.0
87656,0,2088-05-15 18:05:44 ,129,8,1,,1287,7.0
2105,0,2088-05-15 18:05:44 ,129,8,1,,1287,7.0
49416,0,2088-05-15 18:05:44 ,129,8,1,,1287,7.0
40779,0,2088-05-15 18:05:44 ,129,8,1,,1287,7.0
23149,0,2088-05-15 18:05:44 ,129,8,1,,1287,7.0
17108,0,2088-05-15 18:05:45 ,129,8,1,,1287,7.0
55440,0,2088-05-15 18:05:45 ,129,8,1,,1287,7.0
70191,0,2088-05-15 18:05:45 ,129,8,1,,1287,7.0
31655,0,2088-05-15 18:05:45 ,129,8,1,,1287,7.0
87670,0,2088-05-15 18:05:45 ,129,8,1,,1287,7.0
17083,0,2088-05-15 18:05:45 ,129,8,1,,1287,7.0
87671,0,2088-05-15 18:05:45 ,129,8,1,,1287,7.0
75945,0,2088-05-15 18:05:45 ,129,8,1,,1287,7.0
87672,0,2088-05-15 18:05:45 ,129,8,1,,1287,7.0
87673,0,2088-05-15 18:05:45 ,129,8,1,,1287,7.0
40580,0,2088-05-15 18:05:45 ,129,8,1,,1287,7.0
61270,0,2088-05-15 18:05:45 ,129,8,1,,1287,7.0
2135,0,2088-05-15 18:05:45 ,129,8,1,,1287,7.0
49417,0,2088-05-15 18:05:45 ,129,8,1,,1287,7.0
75960,0,2088-05-15 18:05:45 ,129,8,1,,1287,7.0
81827,0,2088-05-15 18:05:45 ,129,8,1,,1287,7.0
58654,0,2088-05-15 18:05:45 ,129,8,1,,1287,7.0
34614,0,2088-05-15 18:05:45 ,129,8,1,,1287,7.0
70358,0,2088-05-15 18:05:45 ,129,8,1,,1287,7.0
37620,0,2088-05-15 18:05:45 ,129,8,1,,1287,7.0
52524,0,2088-05-15 18:05:45 ,129,8,1,,1287,7.0
46484,0,2088-05-15 18:05:45 ,129,8,1,,1287,7.0
26022,0,2088-05-15 18:05:45 ,129,8,1,,1287,7.0
43572,0,2088-05-15 18:05:45 ,129,8,1,,1287,7.0
25941,0,2088-05-15 18:05:45 ,129,8,1,,1287,7.0
43573,0,2088-05-15 18:05:45 ,129,8,1,,1287,7.0
52525,0,2088-05-15 18:05:45 ,129,8,1,,1287,7.0
73015,0,2088-05-15 18:05:45 ,129,8,1,,1287,7.0
52522,0,2088-05-15 18:05:45 ,129,8,1,,1287,7.0
52523,0,2088-05-15 18:05:45 ,129,8,1,,1287,7.0
67191,0,2088-05-15 18:05:45 ,129,8,1,,1287,7.0
31657,0,2088-05-15 18:05:46 ,129,8,1,,1287,7.0
64145,0,2088-05-15 18:05:46 ,129,8,1,,1287,7.0
49450,0,2088-05-15 18:05:46 ,129,8,1,,1287,7.0
37621,0,2088-05-15 18:05:46 ,129,8,1,,1287,7.0
78910,0,2088-05-15 18:05:46 ,129,8,1,,1287,7.0
78912,0,2088-05-15 18:05:46 ,129,8,1,,1287,7.0
8069,0,2088-05-15 18:05:46 ,129,8,1,,1287,7.0
31656,0,2088-05-15 18:05:46 ,129,8,1,,1287,7.0
58655,0,2088-05-15 18:05:46 ,129,8,1,,1287,7.0
52600,0,2088-05-15 18:05:46 ,129,8,1,,1287,7.0
84664,0,2088-05-15 18:05:46 ,129,8,1,,1287,7.0
87674,0,2088-05-15 18:05:46 ,129,8,1,,1287,7.0
23151,0,2088-05-15 18:05:46 ,129,8,1,,1287,7.0
19894,0,2088-05-15 18:05:46 ,129,8,1,,1287,7.0
81835,0,2088-05-15 18:05:46 ,129,8,1,,1287,7.0
78911,0,2088-05-15 18:05:46 ,129,8,1,,1287,7.0
75991,0,2088-05-15 18:05:46 ,129,8,1,,1287,7.0
40581,0,2088-05-15 18:05:46 ,129,8,1,,1287,7.0
5111,0,2088-05-15 18:05:46 ,129,8,1,,1287,7.0
43574,0,2088-05-15 18:05:46 ,129,8,1,,1287,7.0
64319,0,2088-05-15 18:05:46 ,129,8,1,,1287,7.0
43575,0,2088-05-15 18:05:46 ,129,8,1,,1287,7.0
75961,0,2088-05-15 18:05:46 ,129,8,1,,1287,7.0
75962,0,2088-05-15 18:05:46 ,129,8,1,,1287,7.0
46485,0,2088-05-15 18:05:46 ,129,8,1,,1287,7.0
49530,0,2088-05-15 18:05:46 ,129,8,1,,1287,7.0
43597,0,2088-05-15 18:05:46 ,129,8,1,,1287,7.0
43598,0,2088-05-15 18:05:46 ,129,8,1,,1287,7.0
70180,0,2088-05-15 18:05:46 ,129,8,1,,1287,7.0
70359,0,2088-05-15 18:05:46 ,129,8,1,,1287,7.0
10938,0,2088-05-15 18:05:47 ,129,8,1,,1287,7.0
67175,0,2088-05-15 18:05:47 ,129,8,1,,1287,7.0
49531,0,2088-05-15 18:05:47 ,129,8,1,,1287,7.0
67176,0,2088-05-15 18:05:47 ,129,8,1,,1287,7.0
31658,0,2088-05-15 18:05:47 ,129,8,1,,1287,7.0
26023,0,2088-05-15 18:05:47 ,129,8,1,,1287,7.0
10937,0,2088-05-15 18:05:47 ,129,8,1,,1287,7.0
70192,0,2088-05-15 18:05:47 ,129,8,1,,1287,7.0
8104,0,2088-05-15 18:05:47 ,129,8,1,,1287,7.0
28901,0,2088-05-15 18:05:47 ,129,8,1,,1287,7.0
5146,0,2088-05-15 18:05:47 ,129,8,1,,1287,7.0
55447,0,2088-05-15 18:05:47 ,129,8,1,,1287,7.0
78932,0,2088-05-15 18:05:47 ,129,8,1,,1287,7.0
78923,0,2088-05-15 18:05:47 ,129,8,1,,1287,7.0
28830,0,2088-05-15 18:05:47 ,129,8,1,,1287,7.0
78913,0,2088-05-15 18:05:47 ,129,8,1,,1287,7.0
34782,0,2088-05-15 18:05:47 ,129,8,1,,1287,7.0
19895,0,2088-05-15 18:05:47 ,129,8,1,,1287,7.0
19896,0,2088-05-15 18:05:47 ,129,8,1,,1287,7.0
19897,0,2088-05-15 18:05:47 ,129,8,1,,1287,7.0
19898,0,2088-05-15 18:05:47 ,129,8,1,,1287,7.0
61271,0,2088-05-15 18:05:47 ,129,8,1,,1287,7.0
43599,0,2088-05-15 18:05:47 ,129,8,1,,1287,7.0
28900,0,2088-05-15 18:05:47 ,129,8,1,,1287,7.0
13933,0,2088-05-15 18:05:47 ,129,8,1,,1287,7.0
84682,0,2088-05-15 18:05:47 ,129,8,1,,1287,7.0
75992,0,2088-05-15 18:05:47 ,129,8,1,,1287,7.0
64320,0,2088-05-15 18:05:47 ,129,8,1,,1287,7.0
87650,0,2088-05-15 18:05:47 ,129,8,1,,1287,7.0
87649,0,2088-05-15 18:05:47 ,129,8,1,,1287,7.0
46494,0,2088-05-15 18:05:48 ,129,8,1,,1287,7.0
